year,name,party,word_count,freq_dist_filtered
1940,Franklin D Roosevelt,Democratic,3170,"{'I': 15, 'every': 5, 'one': 7, 'war': 14, 'But': 8, 'important': 5, 'way': 8, 'Government': 7, 'great': 6, 'domestic': 9, 'policy': 5, 'The': 13, 'economic': 7, 'force': 10, 'well': 7, 'action': 5, 'modern': 5, 'need': 6, 'It': 8, 'defense': 6, 'general': 6, 'today': 8, 'In': 7, 'life': 5, 'u': 8, 'fact': 7, 'nation': 29, 'world': 29, 'continue': 6, 'rest': 6, 'United': 11, 'States': 11, 'future': 8, 'hope': 7, 'military': 5, 'We': 17, 'peace': 12, 'work': 5, 'For': 8, 'made': 6, 'time': 9, 'group': 6, 'child': 5, 'year': 8, 'must': 17, 'look': 6, 'ahead': 7, 'come': 7, 'would': 7, 'part': 6, 'trade': 10, 'many': 6, 'people': 9, 'national': 9, 'They': 5, 'problem': 7}"
1941,Franklin D Roosevelt,Democratic,3288,"{'I': 14, 'time': 14, 'security': 6, 'without': 6, 'today': 6, 'one': 5, 'year': 6, 'States': 7, 'national': 10, 'United': 5, 'We': 17, 'even': 5, 'war': 16, 'nation': 23, 'right': 8, 'case': 6, 'safety': 5, 'seek': 6, 'u': 10, 'part': 5, 'That': 6, 'whole': 5, 'world': 20, 'In': 7, 'future': 7, 'strength': 7, 'small': 6, 'danger': 5, 'people': 7, 'democratic': 6, 'mean': 5, 'democracy': 6, 'need': 11, 'kind': 5, 'new': 10, 'order': 7, 'every': 7, 'The': 24, 'way': 7, 'life': 6, 'peace': 6, 'great': 9, 'give': 6, 'defense': 12, 'No': 5, 'dictator': 7, 'freedom': 10, 'expression': 5, 'would': 7, 'must': 14, 'men': 5, 'much': 5, 'immediate': 5, 'policy': 5, 'upon': 6, 'everywhere': 6, 'shall': 5, 'progress': 5, 'program': 6, 'act': 6, 'make': 9, 'free': 6, 'thing': 5}"
1942,Franklin D Roosevelt,Democratic,3470,"{'In': 6, 'I': 12, 'say': 6, 'people': 19, 'never': 9, 'today': 5, 'The': 10, 'one': 14, 'year': 14, 'When': 5, 'make': 5, 'war': 31, 'u': 16, 'They': 6, 'time': 11, 'attack': 5, 'We': 38, 'know': 10, 'choice': 5, 'Pacific': 5, 'Hitler': 9, 'Japan': 6, 'conquest': 7, 'back': 5, 'It': 9, 'plan': 9, 'Japanese': 8, 'military': 5, 'China': 5, 'world': 17, 'But': 6, 'weapon': 5, 'day': 7, 'even': 5, 'purpose': 6, 'That': 8, 'men': 7, 'freedom': 10, 'action': 5, 'must': 18, 'United': 13, 'Nations': 13, 'effort': 5, 'common': 6, 'enemy': 14, 'objective': 6, 'force': 13, 'shall': 15, 'fight': 5, 'States': 5, 'victory': 8, 'mean': 8, 'And': 9, 'Our': 5, 'fighting': 13, 'produce': 8, 'plane': 6, 'side': 8, 'production': 9, 'life': 5, 'increase': 8, 'rate': 5, 'long': 5, 'guard': 5, 'He': 6, 'end': 6}"
1943,Franklin D Roosevelt,Democratic,4533,"{'one': 10, 'great': 13, 'Nation': 13, 'The': 14, 'year': 24, 'thing': 6, 'We': 28, 'must': 13, 'sense': 5, 'fighting': 12, 'men': 12, 'They': 14, 'well': 6, 'As': 6, 'Americans': 9, 'first': 10, 'battle': 8, 'war': 38, 'world': 15, 'front': 7, 'part': 10, 'force': 11, 'Japanese': 10, 'Pacific': 9, 'British': 6, 'Africa': 5, 'air': 8, 'Axis': 9, 'United': 14, 'Nations': 12, 'power': 7, 'I': 35, 'tell': 5, 'enemy': 9, 'In': 9, 'That': 5, 'action': 5, 'But': 14, 'upon': 5, 'plane': 7, 'ship': 6, 'task': 10, 'day': 6, 'month': 6, 'And': 14, 'strike': 6, 'right': 6, 'know': 10, 'strength': 5, 'going': 7, 'people': 15, 'Japan': 5, 'shall': 5, 'China': 5, 'peace': 12, 'get': 6, 'common': 8, 'It': 7, 'produced': 8, 'military': 7, 'many': 5, 'would': 8, 'production': 22, 'u': 12, 'total': 7, 'effort': 5, 'hat': 5, 'tank': 5, 'take': 5, 'good': 10, 'time': 10, 'greater': 10, 'World': 7, 'War': 7, 'economic': 7, 'work': 7, 'life': 5, 'woman': 5, 'employment': 6, 'want': 10, 'end': 7, 'freedom': 9}"
1944,Franklin D Roosevelt,Democratic,3755,"{'This': 5, 'Nation': 19, 'two': 5, 'year': 7, 'world': 6, 'war': 47, 'We': 11, 'people': 13, 'But': 8, 'I': 29, 'u': 8, 'ally': 6, 'upon': 5, 'shall': 8, 'common': 5, 'win': 5, 'peace': 9, 'In': 13, 'There': 6, 'The': 22, 'And': 11, 'right': 20, 'want': 5, 'made': 6, 'force': 7, 'enemy': 5, 'possible': 5, 'time': 10, 'political': 6, 'one': 12, 'Nations': 7, 'mean': 8, 'security': 9, 'It': 19, 'economic': 5, 'family': 5, 'freedom': 6, 'individual': 6, 'standard': 8, 'living': 10, 'essential': 5, 'fact': 7, 'demand': 6, 'men': 12, 'woman': 7, 'must': 8, 'country': 7, 'They': 9, 'accepted': 5, 'make': 9, 'know': 6, 'great': 5, 'group': 8, 'profit': 6, 'national': 13, 'effort': 5, 'cost': 6, 'price': 6, 'Government': 10, 'soldier': 7, 'sailor': 5, 'would': 5, 'home': 10, 'A': 5, 'law': 10, 'service': 15, 'certain': 5, 'every': 6, 'measure': 5, 'responsibility': 6}"
1945,Franklin D Roosevelt,Democratic,8124,"{'In': 27, 'war': 72, 'peace': 33, 'u': 20, 'This': 11, 'must': 42, 'greatest': 6, 'given': 5, 'men': 23, 'fighting': 15, 'far': 6, 'already': 6, 'victory': 16, 'world': 18, 'never': 5, 'forget': 6, 'We': 44, 'cost': 5, 'Our': 10, 'loss': 5, 'ally': 11, 'together': 14, 'total': 7, 'year': 23, 'even': 5, 'Germans': 8, 'attack': 12, 'objective': 5, 'line': 10, 'fought': 7, 'difficult': 6, 'German': 11, 'enemy': 21, 'The': 47, 'high': 5, 'effort': 14, 'two': 9, 'day': 13, 'offensive': 7, 'possible': 11, 'one': 16, 'Allied': 8, 'army': 6, 'France': 12, 'General': 7, 'success': 5, 'may': 9, 'well': 10, 'made': 15, 'make': 11, 'last': 6, 'Nazi': 6, 'And': 10, 'I': 28, 'would': 17, 'another': 7, 'Europe': 16, 'le': 6, 'rumor': 5, 'like': 7, 'There': 9, 'every': 9, 'trade': 5, 'Germany': 8, 'determination': 6, 'shall': 11, 'It': 21, 'time': 13, 'three': 5, 'first': 7, 'supply': 9, 'action': 6, 'could': 12, 'military': 10, 'force': 30, 'battle': 9, 'essential': 11, 'many': 16, 'But': 17, 'back': 5, 'put': 6, 'position': 5, 'final': 7, 'important': 8, 'task': 7, 'power': 18, 'ever': 8, 'place': 6, 'resource': 8, 'require': 7, 'ground': 6, 'sea': 6, 'air': 11, 'Japanese': 18, 'Japan': 8, 'operation': 14, 'secure': 7, 'right': 18, 'people': 27, 'Britain': 7, 'fight': 5, 'necessary': 10, 'major': 6, 'Army': 20, 'troop': 5, 'Italy': 6, 'That': 6, 'based': 5, 'factor': 5, 'also': 12, 'able': 6, 'manpower': 6, 'country': 9, 'industry': 6, 'large': 5, 'future': 8, 'work': 17, 'great': 15, 'liberation': 7, 'part': 10, 'invasion': 6, 'Pacific': 7, 'island': 6, 'Philippines': 7, 'almost': 5, 'history': 8, 'tribute': 5, 'courage': 5, 'soldier': 6, 'Nations': 13, 'plan': 5, 'cooperation': 10, 'French': 9, 'maintain': 5, 'life': 9, 'thousand': 5, 'These': 5, 'Atlantic': 5, 'increased': 8, 'demand': 6, 'front': 5, 'continuing': 5, 'keep': 5, 'need': 22, 'United': 11, 'past': 6, 'A': 6, 'ago': 6, 'month': 7, 'still': 5, 'present': 8, 'ahead': 5, 'mean': 9, 'Navy': 8, 'Sea': 6, 'much': 7, 'China': 9, 'opportunity': 8, 'give': 5, 'Nation': 9, 'armed': 10, 'Admiral': 5, 'At': 6, 'change': 5, 'difficulty': 5, 'way': 7, 'end': 5, 'job': 20, 'easy': 5, 'want': 5, 'full': 5, 'production': 19, 'requirement': 6, 'nurse': 19, 'shortage': 6, 'without': 5, 'States': 5, 'service': 10, 'provide': 10, 'new': 19, 'weapon': 7, 'program': 12, 'national': 14, 'democratic': 6, 'hope': 10, 'legislation': 5, 'use': 7, 'believe': 9, 'labor': 5, 'common': 10, 'freedom': 6, 'liberated': 5, 'problem': 10, 'interest': 5, 'see': 7, 'international': 10, 'principle': 9, 'responsibility': 6, 'good': 7, 'security': 7, 'private': 7, 'employment': 7, 'Government': 6, 'productive': 6, 'peacetime': 7, 'enterprise': 7, 'tax': 5}"
1946,Harry S Truman,Democratic,27708,"{'To': 17, 'United': 91, 'States': 68, 'A': 17, 'could': 9, 'consider': 5, 'financial': 12, 'program': 126, 'various': 8, 'department': 5, 'basis': 13, 'present': 29, 'comprehensive': 6, 'Budget': 26, 'The': 233, 'shown': 5, 'method': 8, 'budget': 21, 'system': 29, 'control': 41, 'Federal': 71, 'necessary': 29, 'action': 20, 'At': 13, 'time': 55, 'clear': 7, 'general': 29, 'Government': 91, 'responsibility': 31, 'recommending': 5, 'proposal': 7, 'activity': 26, 'financing': 6, 'In': 65, 'policy': 54, 'estimate': 33, 'Nation': 29, 'right': 10, 'expect': 7, 'view': 8, 'agency': 33, 'form': 9, 'And': 6, 'requires': 9, 'consideration': 12, 'connection': 5, 'annual': 10, 'work': 47, 'Since': 10, 'period': 37, 'war': 171, 'liquidation': 20, 'reconversion': 28, 'peacetime': 24, 'economy': 33, 'large': 29, 'efficiency': 7, 'We': 78, 'cut': 7, 'maximum': 8, 'national': 53, 'security': 28, 'held': 9, 'level': 41, 'well': 23, 'postwar': 10, 'objective': 23, 'increased': 20, 'recommended': 43, 'increase': 59, 'low': 9, 'goal': 5, 'I': 123, 'assure': 12, 'whole': 19, 'within': 8, 'capacity': 7, 'finance': 10, 'All': 7, 'included': 8, 'figure': 5, 'For': 21, 'reason': 5, 'Message': 11, 'State': 19, 'Union': 8, 'include': 12, 'function': 7, 'authorized': 12, 'also': 44, 'recommend': 10, 'War': 27, 'It': 70, 'state': 8, 'immediate': 15, 'long': 25, 'range': 10, 'need': 36, 'recommendation': 16, 'This': 52, 'find': 9, 'possible': 22, 'government': 58, 'relation': 6, 'With': 7, 'growing': 5, 'foster': 6, 'economic': 46, 'expansion': 18, 'promote': 7, 'condition': 17, 'full': 41, 'employment': 41, 'opportunity': 29, 'become': 16, 'light': 6, 'executive': 5, 'legislative': 6, 'branch': 8, 'must': 73, 'make': 26, 'permit': 7, 'u': 31, 'Such': 5, 'political': 8, 'face': 16, 'business': 56, 'labor': 24, 'agriculture': 14, 'take': 23, 'due': 6, 'account': 15, 'requirement': 12, 'would': 46, 'believe': 16, 'bill': 6, 'future': 26, 'best': 12, 'resource': 19, 'year': 224, 'THE': 16, 'OF': 5, 'last': 14, 'one': 28, 'new': 42, 'greatest': 7, 'human': 6, 'history': 7, 'see': 12, 'Europe': 10, 'force': 29, 'power': 31, 'Japan': 11, 'Most': 7, 'important': 14, 'substantial': 16, 'beginning': 14, 'organization': 9, 'world': 50, 'peace': 32, 'hope': 16, 'end': 23, 'These': 29, 'purpose': 26, 'Nations': 27, 'fought': 5, 'freedom': 9, 'fact': 16, 'Our': 21, 'part': 27, 'service': 44, 'land': 16, 'equal': 12, 'credit': 17, 'They': 13, 'supported': 6, 'million': 147, 'armed': 19, 'go': 5, 'overseas': 5, 'country': 36, 'including': 12, 'many': 33, 'public': 47, 'basic': 12, 'private': 30, 'men': 12, 'woman': 8, 'industry': 22, 'farm': 15, 'home': 14, 'brought': 10, 'effort': 14, 'character': 5, 'paid': 7, 'come': 10, 'back': 9, 'never': 5, 'might': 5, 'live': 6, 'progress': 14, 'remain': 8, 'obligation': 17, 'larger': 6, 'number': 15, 'may': 24, 'certain': 14, 'democratic': 6, 'problem': 25, 'meeting': 8, 'developed': 5, 'vast': 5, 'great': 26, 'plant': 9, 'facility': 20, 'found': 7, 'support': 19, 'people': 54, 'prospect': 7, 'generally': 6, 'danger': 6, 'act': 13, 'balance': 18, 'fundamental': 7, 'affair': 5, 'value': 9, 'But': 18, 'difficulty': 8, 'lead': 6, 'short': 6, 'On': 18, 'foundation': 5, 'victory': 6, 'greater': 12, 'throughout': 9, 'constantly': 5, 'meet': 6, 'achieve': 7, 'success': 10, 'require': 23, 'way': 21, 'choice': 7, 'move': 6, 'ahead': 9, 'No': 7, 'return': 6, 'past': 15, 'always': 5, 'sought': 5, 'transportation': 11, 'community': 5, 'health': 19, 'directly': 9, 'relationship': 6, 'nation': 19, 'Organization': 9, 'established': 6, 'minimum': 17, 'essential': 14, 'rapidly': 10, 'pattern': 5, 'example': 7, 'already': 25, 'carried': 7, 'measure': 14, 'together': 7, 'Security': 6, 'Council': 6, 'enough': 5, 'ultimate': 6, 'process': 7, 'begin': 5, 'develop': 8, 'provide': 28, 'voice': 8, 'term': 11, 'There': 12, 'international': 22, 'contribute': 6, 'continuing': 13, 'Many': 6, 'adjustment': 8, 'required': 20, 'recent': 6, 'urgent': 7, 'That': 10, 'development': 28, 'domestic': 9, 'better': 8, 'cooperation': 10, 'free': 12, 'enterprise': 19, 'making': 11, 'effective': 14, 'use': 21, 'technical': 8, 'advance': 9, 'forward': 6, 'demonstrated': 6, 'local': 20, 'As': 12, 'toward': 16, 'common': 6, 'management': 19, 'achieved': 5, 'assistance': 9, 'concern': 6, 'every': 14, 'capital': 15, 'adequate': 23, 'result': 13, 'trust': 5, 'standard': 10, 'establishment': 12, 'fair': 8, 'wage': 42, 'practice': 7, 'Labor': 7, 'increasing': 10, 'mean': 20, 'veteran': 32, 'worker': 30, 'affected': 7, 'transition': 9, 'determined': 9, 'item': 7, 'production': 48, 'surplus': 19, 'property': 12, 'immediately': 6, 'available': 13, 'needed': 23, 'maintain': 12, 'inflation': 16, 'prosperity': 9, 'based': 8, 'assist': 11, 'competitive': 5, 'improved': 5, 'effect': 7, 'operation': 16, 'total': 46, 'others': 5, 'improve': 5, 'welfare': 9, 'addition': 19, 'social': 15, 'want': 5, 'old': 5, 'age': 5, 'unemployment': 16, 'good': 43, 'medical': 13, 'care': 11, 'family': 11, 'decent': 5, 'seek': 9, 'met': 7, 'FEDERAL': 6, 'enemy': 10, 'building': 8, 'task': 11, 'start': 7, 'another': 6, 'Of': 16, 'even': 7, 'importance': 6, 'preserve': 5, 'wartime': 20, 'agreement': 10, 'direct': 12, 'continue': 32, 'conference': 7, 'structure': 5, 'three': 7, 'major': 21, 'understanding': 7, 'reached': 5, 'occupation': 13, 'Germany': 11, 'area': 19, 'choose': 6, 'freely': 5, 'without': 13, 'foreign': 20, 'source': 7, 'July': 11, 'respect': 8, 'Control': 8, 'first': 20, 'September': 23, 'Great': 5, 'spring': 5, 'December': 5, 'among': 10, 'size': 5, 'know': 7, 'surrender': 6, 'vital': 6, 'interest': 27, 'however': 15, 'Last': 5, 'made': 40, 'protection': 7, 'shall': 28, 'accord': 6, 'real': 6, 'insure': 5, 'month': 29, 'If': 14, 'upon': 17, 'justice': 5, 'le': 16, 'day': 14, 'experience': 6, 'given': 11, 'wish': 5, 'plan': 10, 'permanent': 14, 'change': 12, 'speed': 6, 'situation': 9, 'guarantee': 6, 'unless': 9, 'October': 7, 'following': 10, 'carry': 9, 'small': 26, 'self': 7, 'true': 5, 'By': 12, 'help': 10, 'military': 12, 'exist': 7, 'case': 8, 'river': 5, 'trade': 18, 'material': 10, 'improvement': 5, 'living': 14, 'fully': 8, 'give': 8, 'occupied': 5, 'serious': 11, 'date': 5, 'civilian': 14, 'personnel': 7, 'place': 8, 'side': 5, 'recently': 5, 'authority': 20, 'encourage': 11, 'proceed': 5, 'Relief': 10, 'Rehabilitation': 9, 'Administration': 32, 'relief': 11, 'contribution': 13, 'taken': 12, 'existing': 18, 'person': 6, 'Commission': 10, 'high': 26, 'World': 5, 'designed': 8, 'aid': 20, 'market': 13, 'International': 10, 'Bank': 16, 'Reconstruction': 6, 'expanded': 8, 'Import': 5, 'provided': 15, 'additional': 17, 'Act': 24, 'reduction': 24, 'lend': 19, 'lease': 19, 'settlement': 6, 'Kingdom': 11, 'debt': 28, 'step': 15, 'VJ': 7, 'line': 16, 'inventory': 10, 'abroad': 5, 'proposed': 20, 'loan': 25, 'enable': 5, 'avoid': 6, 'run': 5, 'majority': 5, 'follow': 5, 'since': 15, 'much': 9, 'industrial': 6, 'involved': 5, 'demand': 25, 'provision': 15, 'food': 32, 'supply': 14, 'Army': 7, 'extend': 7, 'two': 15, 'still': 30, 'Although': 5, 'least': 6, 'order': 9, 'warfare': 5, 'man': 5, 'soon': 7, 'bring': 5, 'individual': 14, 'Navy': 13, 'far': 12, 'dependent': 5, 'half': 15, 'strength': 13, 'June': 23, 'rate': 31, 'particularly': 11, 'considerable': 5, 'nearly': 11, 'percent': 29, 'offer': 5, 'maintenance': 8, 'produce': 5, 'legislation': 44, 'Service': 7, 'beyond': 5, 'May': 5, 'law': 11, 'stabilization': 9, 'hold': 5, 'yet': 5, 'demobilization': 11, 'next': 24, 'likely': 5, 'expected': 34, 'extraordinary': 7, 'shortage': 9, 'especially': 7, 'price': 61, 'inflationary': 8, 'pressure': 10, 'housing': 34, 'export': 7, 'sale': 10, 'AND': 12, 'During': 17, 'limited': 6, 'tax': 26, 'saving': 19, 'bond': 5, 'merely': 6, 'Agriculture': 8, 'Commerce': 5, 'agricultural': 11, 'businessmen': 7, 'field': 7, 'consumer': 18, 'continued': 9, 'rent': 11, 'purchasing': 8, 'employed': 8, 'unemployed': 9, 'temporary': 5, 'rapid': 6, 'special': 9, 'job': 15, 'strike': 6, 'share': 10, 'higher': 18, 'company': 5, 'grant': 16, 'benefit': 10, 'scale': 6, 'estimated': 55, 'employee': 11, 'received': 6, 'amount': 32, 'However': 6, 'ever': 5, 'pay': 17, 'lower': 7, 'deferred': 6, 'current': 22, 'income': 28, 'sustained': 5, 'excess': 10, 'rising': 5, 'hand': 6, 'farmer': 15, 'keep': 7, 'investment': 10, 'fiscal': 125, 'education': 12, 'revenue': 7, 'almost': 10, 'indicated': 6, 'enacted': 7, 'urge': 7, 'Legislation': 19, 'insurance': 10, 'substantially': 8, 'providing': 9, 'research': 18, 'salary': 9, 'allowance': 9, 'coverage': 5, 'Maritime': 7, 'airport': 5, 'Price': 5, 'cost': 20, 'billion': 87, 'dollar': 212, 'ceiling': 5, 'expanding': 5, 'several': 7, 'group': 12, 'decline': 6, 'extended': 7, 'either': 5, 'subsidy': 10, 'cent': 21, 'average': 6, 'fall': 5, 'desire': 5, 'afford': 5, 'competition': 13, 'category': 5, 'transaction': 5, 'sound': 5, 'consumption': 7, 'volume': 6, 'otherwise': 5, 'Corporation': 15, 'Department': 21, 'ample': 5, 'specific': 6, 'formation': 5, 'appropriation': 42, 'fund': 28, 'prewar': 9, 'covered': 6, 'hour': 7, 'used': 7, 'little': 5, 'readjustment': 7, 'purchase': 5, 'net': 17, 'planning': 8, 'buy': 6, 'commitment': 6, 'second': 5, 'school': 14, 'lunch': 5, 'child': 5, 'expenditure': 105, 'forest': 8, 'water': 6, 'flood': 5, 'project': 12, 'Treasury': 11, 'Valley': 5, 'thus': 5, 'construction': 24, 'hospital': 7, 'educational': 9, 'National': 5, 'emergency': 11, 'financed': 6, 'lending': 5, 'cover': 5, 'excluding': 5, 'expense': 12, 'compensation': 7, 'payment': 19, 'reduced': 9, 'approximately': 8, 'BUDGET': 7, 'Expenditures': 20, 'receipt': 29, 'defense': 23, 'outlay': 14, 'Other': 5, 'reflects': 5, 'includes': 11, 'authorization': 30, 'third': 7, 'global': 8, 'corporation': 8, 'Total': 5, 'disposal': 8, 'cash': 8, 'Thus': 5, 'anticipated': 8, 'Receipts': 6, 'Excess': 8, 'liquidate': 5, 'contract': 17, 'unliquidated': 6, 'transmitted': 6, 'equipment': 8, 'reserve': 5, 'borrowing': 6, 'compared': 6, 'bank': 6, 'procurement': 8, 'fleet': 5, 'repeal': 6, 'involve': 5, 'administrative': 5, 'Rural': 6, 'Electrification': 5}"
1947,Harry S Truman,Democratic,6033,"{'United': 11, 'States': 10, 'It': 11, 'good': 9, 'many': 6, 'I': 41, 'last': 6, 'recommend': 6, 'also': 7, 'take': 6, 'duty': 5, 'fulfill': 5, 'people': 17, 'next': 7, 'year': 23, 'The': 54, 'power': 15, 'future': 6, 'Nation': 5, 'right': 9, 'difficulty': 6, 'shall': 9, 'well': 7, 'without': 5, 'continue': 10, 'work': 5, 'nation': 11, 'world': 15, 'peace': 12, 'part': 6, 'make': 9, 'But': 6, 'must': 27, 'party': 8, 'time': 7, 'term': 5, 'found': 5, 'one': 10, 'first': 7, 'number': 11, 'may': 7, 'difference': 5, 'however': 5, 'cause': 5, 'war': 17, 'international': 6, 'Government': 17, 'way': 5, 'men': 7, 'still': 5, 'We': 28, 'national': 22, 'economy': 11, 'present': 7, 'great': 9, 'full': 5, 'Our': 6, 'production': 8, 'higher': 6, 'emergency': 5, 'income': 6, 'greater': 6, 'During': 5, 'productive': 5, 'housing': 15, 'control': 5, 'Federal': 6, 'long': 9, 'public': 14, 'enterprise': 7, 'possible': 5, 'freedom': 5, 'In': 25, 'This': 9, 'certain': 9, 'legislation': 13, 'law': 13, 'recommendation': 12, 'treaty': 7, 'action': 5, 'industrial': 8, 'system': 10, 'farmer': 5, 'worker': 7, 'made': 9, 'welfare': 9, 'upon': 9, 'economic': 11, 'price': 14, 'increase': 6, 'wage': 7, 'large': 5, 'civil': 5, 'responsibility': 14, 'industry': 10, 'labor': 26, 'force': 15, 'major': 9, 'policy': 14, 'need': 13, 'provide': 8, 'free': 9, 'management': 18, 'business': 7, 'practice': 8, 'assistance': 6, 'private': 5, 'program': 22, 'home': 6, 'construction': 9, 'budget': 6, 'surplus': 5, 'World': 6, 'War': 6, 'reaching': 5, 'agreement': 7, 'strike': 12, 'result': 6, 'dispute': 13, 'For': 5, 'union': 11, 'established': 5, 'country': 11, 'collective': 10, 'bargaining': 9, 'process': 5, 'u': 10, 'There': 5, 'machinery': 5, 'problem': 9, 'study': 7, 'jurisdictional': 6, 'employer': 6, 'National': 7, 'boycott': 5, 'use': 6, 'Department': 7, 'settlement': 5, 'security': 10, 'health': 6, 'Commission': 13, 'give': 5, 'new': 9, 'veteran': 12, 'development': 5, 'million': 9, 'rest': 5, 'resource': 5, 'military': 6, 'cost': 5, 'hope': 5, 'farm': 6, 'maintain': 6, 'atomic': 6, 'energy': 6, 'Army': 6}"
1948,Harry S Truman,Democratic,5091,"{'We': 58, 'today': 10, 'consider': 5, 'state': 5, 'Union': 5, 'upon': 14, 'country': 11, 'u': 14, 'together': 5, 'system': 14, 'future': 7, 'welfare': 5, 'security': 8, 'people': 25, 'United': 13, 'States': 13, 'The': 37, 'great': 18, 'p': 7, 'able': 5, 'element': 6, 'strength': 6, 'many': 11, 'economic': 24, 'resource': 12, 'But': 7, 'faith': 8, 'believe': 7, 'right': 7, 'human': 7, 'time': 8, 'world': 29, 'war': 12, 'land': 9, 'life': 7, 'new': 10, 'nation': 16, 'industrial': 6, 'force': 5, 'development': 7, 'make': 8, 'must': 34, 'freedom': 8, 'opportunity': 7, 'As': 7, 'benefit': 11, 'last': 6, 'decade': 6, 'goal': 12, 'next': 9, 'far': 7, 'year': 17, 'go': 7, 'It': 8, 'wage': 10, 'farm': 9, 'however': 5, 'free': 6, 'democracy': 7, 'Our': 12, 'foundation': 5, 'economy': 6, 'continue': 10, 'forward': 7, 'look': 5, 'national': 7, 'industry': 7, 'ahead': 5, 'I': 23, 'toward': 10, 'achieve': 6, 'equal': 6, 'education': 7, 'based': 5, 'point': 5, 'Federal': 6, 'Government': 12, 'need': 13, 'shall': 9, 'special': 5, 'also': 9, 'possible': 5, 'protect': 6, 'In': 7, 'Nation': 15, 'health': 5, 'housing': 5, 'sound': 5, 'million': 12, 'loss': 6, 'income': 15, 'level': 8, 'high': 13, 'standard': 9, 'care': 5, 'provide': 6, 'program': 16, 'well': 8, 'This': 15, 'good': 5, 'whole': 5, 'aid': 6, 'importance': 6, 'home': 5, 'family': 8, 'price': 16, 'public': 5, 'low': 5, 'cost': 6, 'present': 8, 'veteran': 6, 'made': 9, 'use': 6, 'private': 5, 'support': 9, 'would': 7, 'gain': 5, 'effort': 10, 'restore': 5, 'production': 7, 'living': 13, 'power': 8, 'policy': 5, 'full': 9, 'share': 5, 'increased': 5, 'average': 5, 'tax': 16, 'percent': 5, 'farmer': 6, 'employment': 5, 'increase': 5, 'labor': 6, 'within': 5, 'billion': 7, 'strong': 5, 'profit': 5, 'peace': 11, 'lead': 5, 'inflation': 9, 'credit': 5}"
1949,Harry S Truman,Democratic,3397,"{'I': 22, 'good': 11, 'Our': 16, 'Nation': 6, 'meet': 5, 'need': 5, 'people': 18, 'This': 8, 'great': 10, 'nation': 5, 'world': 14, 'peace': 5, 'year': 7, 'new': 7, 'opportunity': 10, 'every': 8, 'life': 6, 'In': 7, 'benefit': 8, 'We': 34, 'national': 8, 'prosperity': 12, 'economic': 6, 'system': 8, 'democratic': 8, 'The': 28, 'United': 6, 'States': 6, 'resource': 5, 'help': 5, 'one': 5, 'education': 5, 'health': 7, 'effort': 5, 'Government': 17, 'must': 23, 'work': 7, 'industry': 5, 'farmer': 5, 'economy': 9, 'farm': 9, 'made': 6, 'public': 7, 'power': 9, 'social': 7, 'security': 9, 'right': 7, 'Federal': 5, 'policy': 10, 'many': 6, 'time': 8, 'material': 6, 'present': 6, 'enterprise': 5, 'production': 12, 'progress': 6, 'still': 6, 'country': 5, 'price': 10, 'low': 6, 'business': 8, 'short': 6, 'mean': 6, 'million': 5, 'medical': 5, 'government': 5, 'task': 5, 'free': 7, 'keep': 5, 'It': 7, 'Act': 5, 'legislation': 7, 'continue': 5, 'control': 5, 'authority': 6, 'essential': 5, 'force': 5, 'necessary': 6, 'unit': 5, 'program': 9, 'foreign': 6, 'housing': 10, 'u': 5, 'cooperation': 6}"
